Steps out_loss reg_loss point_loss train_accuracy time memory
558 0.266 20.791 0.892 0.91 302.55 7528.4
559 0.226 20.784 0.791 0.92 302.90 7528.6
560 0.129 20.778 0.731 0.96 303.28 7528.8
561 0.280 20.771 0.863 0.92 303.63 7528.8
562 0.163 20.765 0.765 0.94 304.03 7528.8
563 0.187 20.759 0.827 0.94 304.43 7528.8
564 0.268 20.752 0.778 0.91 304.67 7528.8
566 0.260 20.746 0.856 0.92 307.71 7603.2
567 0.116 20.740 0.699 0.96 308.05 7603.2
568 0.163 20.733 0.771 0.95 308.45 7603.2
569 0.218 20.727 0.776 0.93 308.81 7603.3
570 0.303 20.721 0.814 0.92 309.08 7603.3
571 0.100 20.715 0.725 0.97 309.49 7548.4
572 0.127 20.709 0.731 0.96 309.86 7549.7
573 0.227 20.703 0.823 0.94 310.27 7549.7
574 0.151 20.696 0.816 0.96 310.62 7549.9
575 0.172 20.690 0.718 0.95 310.99 7549.9
576 0.251 20.684 0.779 0.92 311.30 7549.9
577 0.109 20.678 0.700 0.97 311.66 7550.0
578 1.359 20.672 0.806 0.59 311.84 7532.3
580 0.204 20.665 0.709 0.96 314.91 7684.3
581 0.131 20.659 0.820 0.97 315.29 7623.9
582 0.183 20.653 0.701 0.94 315.66 7564.1
583 0.104 20.647 0.715 0.97 316.01 7564.1
584 0.148 20.641 0.697 0.95 316.37 7564.1
585 0.086 20.635 0.670 0.97 316.74 7564.3
586 0.237 20.629 0.747 0.92 317.10 7564.3
587 0.229 20.623 0.733 0.92 317.48 7564.4
588 0.151 20.617 0.703 0.95 317.85 7564.4
589 0.182 20.611 0.804 0.94 318.20 7564.4
590 0.217 20.605 0.755 0.94 318.57 7564.4
591 0.163 20.599 0.770 0.94 318.81 7564.4
593 0.273 20.593 0.763 0.93 321.75 7686.1
594 0.200 20.588 0.658 0.94 322.06 7640.1
595 0.116 20.582 0.676 0.96 322.45 7640.1
596 0.173 20.576 0.663 0.95 322.82 7640.2
597 0.114 20.570 0.727 0.96 323.18 7640.2
598 0.175 20.564 0.726 0.94 323.53 7640.2
599 0.187 20.559 0.805 0.94 323.92 7640.2
600 0.148 20.553 0.786 0.95 324.28 7640.2
601 0.176 20.547 0.784 0.94 324.62 7640.2
602 0.080 20.541 0.665 0.98 325.02 7640.2
603 0.258 20.535 0.830 0.92 325.39 7640.2
604 0.324 20.530 0.842 0.90 325.66 7640.2
606 0.211 20.524 0.781 0.93 328.79 7695.5
607 0.275 20.518 0.669 0.90 329.12 7695.5
608 0.196 20.513 0.762 0.93 329.46 7695.5
609 0.098 20.507 0.722 0.97 329.84 7645.3
610 0.245 20.501 0.761 0.95 330.16 7645.3
611 0.199 20.496 0.693 0.93 330.53 7542.7
612 0.098 20.490 0.655 0.97 330.93 7542.8
613 0.133 20.484 0.775 0.95 331.30 7542.8
614 0.257 20.479 0.786 0.93 331.65 7542.8
615 0.249 20.473 0.762 0.93 332.00 7542.8
616 0.086 20.468 0.634 0.98 332.38 7543.2
617 0.152 20.462 0.672 0.95 332.76 7543.2
619 0.132 20.456 0.686 0.96 336.01 7634.8
620 0.194 20.451 0.641 0.95 336.36 7634.9
621 0.129 20.445 0.692 0.96 336.78 7634.9
622 0.246 20.440 0.705 0.93 337.03 7634.9
623 0.122 20.434 0.628 0.96 337.47 7634.9
624 0.121 20.429 0.675 0.97 337.83 7635.0
625 0.129 20.424 0.696 0.96 338.22 7635.0
626 0.226 20.418 0.679 0.93 338.56 7635.0
627 0.178 20.413 0.631 0.95 338.93 7635.2
628 0.230 20.407 0.611 0.94 339.29 7635.3
629 0.199 20.402 0.711 0.95 339.63 7635.3
630 0.174 20.396 0.761 0.95 339.93 7635.3
632 0.279 20.391 0.686 0.90 343.05 7768.2
633 0.205 20.386 0.700 0.93 343.39 7768.4
634 0.255 20.380 0.710 0.92 343.72 7768.4
635 0.109 20.375 0.623 0.97 344.07 7768.4
636 0.125 20.370 0.619 0.96 344.45 7768.6
637 0.164 20.364 0.703 0.95 344.79 7768.6
638 0.156 20.359 0.613 0.96 345.17 7768.6
639 0.112 20.354 0.621 0.96 345.59 7700.7
640 0.107 20.349 0.632 0.97 345.89 7700.7
641 0.080 20.343 0.653 0.98 346.29 7700.7
642 0.112 20.338 0.719 0.96 346.64 7665.8
643 0.180 20.333 0.592 0.95 346.97 7665.8
645 0.157 20.327 0.631 0.94 350.08 7671.8
646 0.162 20.322 0.607 0.95 350.48 7671.8
647 0.141 20.317 0.639 0.96 350.85 7671.9
648 0.198 20.312 0.625 0.94 351.21 7671.9
649 0.195 20.307 0.620 0.94 351.48 7672.1
650 0.135 20.302 0.615 0.96 351.82 7672.1
651 0.170 20.297 0.659 0.95 352.20 7672.1
652 0.225 20.292 0.701 0.94 352.59 7672.1
653 0.108 20.286 0.618 0.97 352.92 7672.1
654 0.140 20.281 0.609 0.96 353.31 7672.1
655 0.116 20.276 0.651 0.96 353.67 7672.1
656 0.308 20.271 0.588 0.90 353.99 7672.1
658 0.072 20.266 0.607 0.98 359.17 7753.7
659 0.125 20.261 0.606 0.96 359.58 7754.1
660 0.180 20.256 0.645 0.94 359.90 7754.1
661 0.328 20.251 0.631 0.90 360.22 7699.0
662 0.097 20.246 0.623 0.97 360.58 7699.0
663 0.169 20.241 0.652 0.95 360.91 7699.0
664 0.108 20.236 0.601 0.96 361.29 7699.0
665 0.156 20.231 0.602 0.96 361.68 7699.0
666 0.129 20.226 0.610 0.96 362.02 7699.0
667 0.147 20.221 0.620 0.96 362.39 7699.2
668 0.156 20.216 0.669 0.94 362.77 7699.2
669 0.111 20.211 0.618 0.96 363.05 7699.2
671 0.173 20.206 0.609 0.95 366.01 7773.7
672 0.265 20.202 0.646 0.92 366.34 7773.8
673 0.252 20.197 0.616 0.93 366.74 7773.8
674 0.231 20.192 0.627 0.93 367.12 7772.3
675 0.096 20.187 0.664 0.97 367.48 7772.3
676 0.137 20.182 0.614 0.96 367.84 7772.3
677 0.078 20.178 0.565 0.98 368.23 7772.3
678 0.189 20.173 0.605 0.94 368.59 7772.3
679 0.147 20.168 0.568 0.97 368.95 7772.3
680 0.217 20.163 0.606 0.93 369.31 7772.3
681 0.054 20.158 0.597 0.98 369.70 7772.3
682 0.167 20.154 0.622 0.94 369.98 7772.3
684 0.138 20.149 0.740 0.95 373.35 7865.7
685 0.104 20.144 0.632 0.97 373.73 7865.7
686 0.111 20.140 0.591 0.97 374.10 7865.7
687 0.099 20.135 0.655 0.97 374.43 7820.3
688 0.199 20.130 0.595 0.95 374.79 7820.3
689 0.258 20.126 0.518 0.92 375.15 7820.3
690 0.106 20.121 0.637 0.96 375.41 7820.7
691 0.119 20.116 0.611 0.96 375.78 7820.7
692 0.126 20.112 0.607 0.96 376.14 7820.7
693 0.215 20.107 0.628 0.94 376.48 7820.7
694 0.060 20.102 0.585 0.99 376.86 7820.7
695 0.100 20.098 0.617 0.97 377.21 7820.7
697 0.067 20.093 0.590 0.98 380.31 7784.9
698 0.098 20.088 0.629 0.97 380.62 7785.2
699 0.054 20.084 0.525 0.99 381.00 7785.2
700 0.104 20.079 0.632 0.97 381.36 7784.1
701 0.222 20.075 0.617 0.93 381.69 7784.1
702 0.142 20.070 0.577 0.96 382.09 7784.1
703 0.184 20.066 0.618 0.95 382.45 7784.1
704 0.144 20.061 0.608 0.95 382.80 7784.1
705 0.153 20.057 0.565 0.95 383.15 7784.1
706 0.245 20.052 0.633 0.93 383.51 7784.1
707 0.079 20.048 0.576 0.97 383.88 7784.3
708 0.088 20.043 0.675 0.97 384.17 7784.3
710 0.166 20.039 0.602 0.95 387.23 7807.9
711 0.123 20.035 0.602 0.96 387.57 7808.0
712 0.154 20.030 0.617 0.95 387.93 7808.0
713 0.162 20.026 0.653 0.95 388.28 7807.7
714 0.145 20.021 0.574 0.95 388.69 7807.7
715 0.219 20.017 0.585 0.95 388.95 7807.7
716 0.106 20.013 0.567 0.97 389.33 7807.7
717 0.095 20.008 0.631 0.97 389.66 7807.7
718 0.141 20.004 0.564 0.96 390.06 7807.7
719 0.104 20.000 0.620 0.97 390.34 7807.7
720 0.108 19.995 0.590 0.97 390.70 7807.7
721 0.105 19.991 0.591 0.97 391.07 7807.7
722 0.852 19.986 0.821 0.76 391.25 7807.7
724 0.170 19.982 0.609 0.96 394.34 7793.2
725 0.087 19.978 0.538 0.98 394.74 7793.2
726 0.123 19.974 0.593 0.96 395.09 7793.2
727 0.091 19.969 0.638 0.97 395.45 7792.4
728 0.159 19.965 0.646 0.95 395.76 7792.4
729 0.132 19.961 0.627 0.95 396.11 7792.4
730 0.104 19.957 0.711 0.97 396.49 7792.4
731 0.184 19.952 0.580 0.95 396.85 7792.4
732 0.194 19.948 0.583 0.94 397.22 7792.4
733 0.102 19.944 0.569 0.97 397.57 7792.4
734 0.109 19.940 0.671 0.97 397.95 7792.4
735 0.116 19.935 0.566 0.96 398.28 7792.4
737 0.088 19.931 0.591 0.97 401.44 7854.7
738 0.282 19.927 0.625 0.91 401.79 7854.9
739 0.130 19.923 0.541 0.96 402.15 7854.9
740 0.213 19.919 0.667 0.93 402.49 7854.9
741 0.126 19.915 0.616 0.96 402.86 7854.9
742 0.119 19.911 0.647 0.96 403.19 7855.1
743 0.143 19.907 0.613 0.96 403.57 7855.4
744 0.292 19.903 0.580 0.90 403.82 7855.5
745 0.107 19.898 0.566 0.97 404.23 7804.8
746 0.130 19.894 0.577 0.96 404.56 7804.8
747 0.144 19.890 0.709 0.96 404.93 7804.8
748 0.152 19.886 0.605 0.95 405.27 7804.8
749 0.521 19.882 0.610 0.83 405.44 7804.8
751 0.194 19.878 0.630 0.94 408.54 7902.9
752 0.130 19.874 0.636 0.96 408.91 7902.9
753 0.126 19.870 0.635 0.96 409.25 7902.9
754 0.102 19.866 0.569 0.97 409.64 7903.0
755 0.131 19.862 0.611 0.96 409.98 7846.0
756 0.095 19.858 0.600 0.97 410.36 7846.0
757 0.188 19.854 0.595 0.95 410.70 7846.1
758 0.106 19.850 0.619 0.97 411.07 7846.2
759 0.120 19.846 0.628 0.97 411.43 7846.5
760 0.065 19.842 0.582 0.98 411.80 7846.5
761 0.153 19.838 0.608 0.95 412.15 7846.5
762 0.078 19.834 0.615 0.98 412.46 7846.5
764 0.079 19.830 0.578 0.97 415.47 7913.9
765 0.149 19.826 0.602 0.96 415.84 7914.4
766 0.130 19.823 0.634 0.96 416.21 7914.5
767 0.119 19.819 0.587 0.96 416.58 7914.5
768 0.168 19.815 0.647 0.95 416.94 7914.5
769 0.117 19.811 0.635 0.96 417.25 7914.5
770 0.203 19.807 0.591 0.94 417.63 7884.1
771 0.117 19.803 0.666 0.96 418.02 7884.1
772 0.077 19.799 0.584 0.98 418.41 7884.1
773 0.156 19.796 0.656 0.94 418.76 7884.1
774 0.083 19.792 0.581 0.98 419.16 7884.1
775 0.103 19.788 0.609 0.97 419.40 7884.1
777 0.203 19.784 0.560 0.95 422.62 7836.5
778 0.138 19.780 0.573 0.95 422.98 7836.5
779 0.136 19.777 0.599 0.96 423.34 7836.5
780 0.146 19.773 0.560 0.96 423.73 7836.5
781 0.125 19.769 0.587 0.96 424.10 7836.5
782 0.096 19.765 0.621 0.97 424.44 7836.5
783 0.079 19.762 0.581 0.98 424.83 7836.6
784 0.143 19.758 0.609 0.96 425.18 7836.6
785 0.113 19.754 0.595 0.97 425.54 7836.6
786 0.135 19.750 0.657 0.96 425.91 7836.6
787 0.113 19.747 0.617 0.97 426.24 7836.6
788 0.169 19.743 0.606 0.96 426.50 7836.7
790 0.207 19.739 0.603 0.94 429.62 7888.1
791 0.168 19.736 0.629 0.95 429.95 7888.1
792 0.117 19.732 0.561 0.96 430.30 7888.1
793 0.120 19.728 0.573 0.96 430.69 7888.1
794 0.074 19.725 0.516 0.98 431.06 7888.1
795 0.103 19.721 0.559 0.97 431.45 7857.7
796 0.078 19.717 0.564 0.97 431.81 7857.7
797 0.133 19.714 0.591 0.96 432.18 7857.7
798 0.098 19.710 0.570 0.97 432.56 7857.8
799 0.098 19.707 0.564 0.97 432.93 7857.8
800 0.128 19.703 0.567 0.96 433.33 7858.1
801 0.320 19.699 0.543 0.91 433.59 7858.1
803 0.217 19.696 0.645 0.93 436.90 7827.3
804 0.281 19.692 0.558 0.92 437.27 7827.3
805 0.135 19.689 0.597 0.96 437.65 7827.3
806 0.170 19.685 0.550 0.95 438.01 7827.3
807 0.149 19.682 0.577 0.96 438.36 7827.3
808 0.117 19.678 0.591 0.96 438.73 7827.3
809 0.076 19.675 0.554 0.98 439.12 7827.3
810 0.133 19.671 0.560 0.97 439.49 7827.3
811 0.073 19.668 0.541 0.98 439.87 7827.3
812 0.172 19.664 0.568 0.95 440.23 7827.3
813 0.115 19.661 0.589 0.96 440.53 7827.3
814 0.161 19.657 0.601 0.96 440.83 7827.3
816 0.107 19.654 0.575 0.97 444.04 7855.3
817 0.167 19.650 0.599 0.96 444.40 7855.3
818 0.072 19.647 0.547 0.98 444.77 7855.3
819 0.175 19.643 0.582 0.95 445.11 7855.3
820 0.127 19.640 0.550 0.97 445.49 7855.3
821 0.102 19.637 0.569 0.96 445.88 7855.3
822 0.073 19.633 0.548 0.97 446.25 7855.3
823 0.116 19.630 0.537 0.97 446.57 7855.3
824 0.114 19.626 0.560 0.97 446.92 7855.3
825 0.092 19.623 0.548 0.97 447.32 7855.5
826 0.083 19.620 0.527 0.98 447.70 7855.5
827 0.239 19.616 0.568 0.93 447.93 7855.5
829 0.064 19.613 0.545 0.98 450.93 7916.4
830 0.090 19.609 0.536 0.98 451.30 7916.4
831 0.126 19.606 0.558 0.96 451.65 7916.4
832 0.203 19.603 0.535 0.94 452.04 7916.4
833 0.107 19.600 0.556 0.97 452.35 7916.4
834 0.107 19.596 0.562 0.97 452.72 7916.4
835 0.092 19.593 0.541 0.97 453.08 7916.4
836 0.142 19.590 0.579 0.96 453.46 7916.4
837 0.122 19.586 0.556 0.96 453.74 7916.4
838 0.108 19.583 0.540 0.97 454.14 7916.7
839 0.235 19.580 0.513 0.93 454.45 7916.7
840 0.162 19.576 0.526 0.95 454.82 7916.7
842 0.139 19.573 0.505 0.96 458.01 7890.3
843 0.066 19.570 0.562 0.98 458.35 7890.3
844 0.055 19.567 0.504 0.99 458.72 7890.3
845 0.142 19.564 0.550 0.96 459.07 7890.3
846 0.170 19.560 0.573 0.95 459.43 7890.3
847 0.073 19.557 0.525 0.98 459.81 7890.3
848 0.133 19.554 0.546 0.96 460.18 7890.3
849 0.187 19.551 0.580 0.95 460.55 7890.3
850 0.105 19.548 0.565 0.97 460.90 7890.3
851 0.049 19.544 0.536 0.99 461.30 7890.3
852 0.083 19.541 0.553 0.98 461.63 7890.3
853 0.126 19.538 0.569 0.97 461.93 7890.3
855 0.108 19.535 0.556 0.97 465.23 7920.4
856 0.144 19.532 0.553 0.96 465.59 7920.5
857 0.227 19.529 0.547 0.94 465.86 7920.5
858 0.076 19.525 0.512 0.98 466.30 7920.5
859 0.115 19.522 0.513 0.97 466.69 7920.5
860 0.148 19.519 0.529 0.96 467.06 7920.5
861 0.103 19.516 0.563 0.97 467.39 7920.5
862 0.074 19.513 0.535 0.98 467.77 7920.5
863 0.096 19.510 0.577 0.97 468.12 7920.5
864 0.106 19.507 0.537 0.97 468.48 7920.5
865 0.117 19.504 0.553 0.96 468.85 7920.5
866 0.140 19.501 0.577 0.95 469.18 7920.5
868 0.158 19.498 0.517 0.95 472.38 8002.2
869 0.103 19.494 0.551 0.97 472.73 8002.4
870 0.180 19.491 0.500 0.96 473.12 7945.7
871 0.098 19.488 0.552 0.97 473.50 7945.7
872 0.069 19.485 0.570 0.98 473.85 7945.7
873 0.132 19.482 0.518 0.97 474.22 7945.7
874 0.093 19.479 0.561 0.97 474.57 7945.9
875 0.104 19.476 0.513 0.97 474.87 7945.9
876 0.050 19.473 0.525 0.99 475.25 7946.0
877 0.117 19.470 0.538 0.97 475.61 7946.2
878 0.128 19.467 0.559 0.96 475.99 7946.2
879 0.186 19.464 0.547 0.94 476.26 7946.3
881 0.113 19.461 0.513 0.97 479.47 7903.1
882 0.088 19.458 0.511 0.98 479.86 7903.1
883 0.103 19.456 0.548 0.97 480.23 7903.1
884 0.094 19.453 0.510 0.98 480.63 7903.2
885 0.112 19.450 0.530 0.96 480.98 7903.2
886 0.105 19.447 0.540 0.97 481.33 7903.2
887 0.119 19.444 0.542 0.96 481.70 7903.4
888 0.087 19.441 0.526 0.97 482.06 7903.4
889 0.188 19.438 0.537 0.95 482.47 7903.4
890 0.105 19.435 0.586 0.97 482.84 7903.4
891 0.112 19.432 0.581 0.97 483.24 7903.4
892 0.122 19.429 0.561 0.97 483.46 7864.7
894 0.177 19.426 0.513 0.95 486.63 7905.4
895 0.228 19.424 0.514 0.92 486.91 7905.4
896 0.085 19.421 0.513 0.98 487.30 7905.6
897 0.102 19.418 0.570 0.97 487.65 7905.6
898 0.166 19.415 0.545 0.96 488.01 7905.6
899 0.073 19.412 0.509 0.98 488.39 7905.6
900 0.130 19.409 0.533 0.96 488.73 7905.6
901 0.098 19.407 0.540 0.97 489.10 7905.6
902 0.104 19.404 0.556 0.96 489.49 7905.6
903 0.095 19.401 0.555 0.97 489.87 7905.6
904 0.122 19.398 0.582 0.96 490.23 7905.6
905 0.099 19.395 0.550 0.97 490.59 7905.6
907 0.123 19.392 0.556 0.97 493.71 7933.2
908 0.129 19.390 0.570 0.96 494.07 7933.2
909 0.092 19.387 0.524 0.97 494.44 7933.7
910 0.083 19.384 0.504 0.97 494.81 7933.7
911 0.067 19.381 0.500 0.98 495.19 7933.7
912 0.082 19.379 0.559 0.98 495.55 7933.7
913 0.122 19.376 0.544 0.96 495.83 7934.0
914 0.081 19.373 0.526 0.98 496.21 7934.0
915 0.082 19.370 0.534 0.97 496.59 7934.0
916 0.140 19.368 0.533 0.96 496.97 7934.0
917 0.090 19.365 0.554 0.97 497.35 7934.0
918 0.105 19.362 0.567 0.97 497.63 7934.0
920 0.120 19.359 0.523 0.96 500.63 7934.2
921 0.063 19.357 0.524 0.98 500.98 7905.9
922 0.134 19.354 0.537 0.97 501.31 7905.9
923 0.051 19.351 0.528 0.99 501.67 7883.2
924 0.137 19.349 0.496 0.95 502.07 7883.2
925 0.090 19.346 0.510 0.97 502.40 7883.4
926 0.151 19.343 0.515 0.95 502.74 7883.4
927 0.091 19.341 0.569 0.97 503.08 7883.4
928 0.049 19.338 0.481 0.99 503.49 7883.4
929 0.094 19.335 0.523 0.98 503.84 7883.4
930 0.079 19.333 0.541 0.97 504.23 7883.4
931 0.181 19.330 0.528 0.95 504.59 7883.4
932 1.035 19.327 0.472 0.70 504.79 7883.4
934 0.168 19.325 0.580 0.95 508.12 7961.2
935 0.127 19.322 0.505 0.96 508.41 7961.2
936 0.126 19.320 0.574 0.97 508.80 7961.2
937 0.089 19.317 0.579 0.97 509.18 7961.2
938 0.082 19.314 0.519 0.97 509.55 7936.0
939 0.112 19.312 0.509 0.97 509.97 7897.7
940 0.113 19.309 0.573 0.97 510.34 7897.7
941 0.121 19.307 0.537 0.96 510.71 7897.8
942 0.073 19.304 0.547 0.98 511.06 7897.8
943 0.130 19.302 0.546 0.96 511.42 7897.8
944 0.104 19.299 0.598 0.97 511.80 7897.8
945 0.108 19.296 0.635 0.96 512.05 7897.8
947 0.207 19.294 0.617 0.93 515.26 7918.8
948 0.100 19.291 0.553 0.97 515.61 7918.8
949 0.330 19.289 0.582 0.88 515.94 7918.8
950 0.105 19.286 0.585 0.96 516.32 7891.6
951 0.185 19.284 0.553 0.95 516.65 7891.6
952 0.135 19.281 0.549 0.96 517.02 7891.6
953 0.070 19.279 0.554 0.98 517.37 7891.8
954 0.170 19.276 0.560 0.95 517.74 7891.8
955 0.072 19.274 0.538 0.98 518.11 7891.8
956 0.099 19.271 0.526 0.97 518.51 7891.8
957 0.104 19.269 0.556 0.97 518.80 7891.8
958 0.079 19.266 0.561 0.99 519.14 7891.8
960 0.109 19.264 0.605 0.96 522.36 7814.5
961 0.127 19.261 0.539 0.96 522.71 7814.5
962 0.090 19.259 0.605 0.98 523.08 7814.5
963 0.138 19.257 0.571 0.96 523.42 7814.5
964 0.104 19.254 0.556 0.97 523.79 7814.5
965 0.089 19.252 0.512 0.97 524.18 7814.5
966 0.089 19.249 0.553 0.97 524.56 7814.5
967 0.103 19.247 0.575 0.97 524.94 7814.5
968 0.109 19.244 0.529 0.96 525.32 7814.5
969 0.127 19.242 0.551 0.96 525.69 7814.5
970 0.094 19.240 0.510 0.97 526.06 7814.5
971 0.306 19.237 0.607 0.91 526.30 7814.5
973 0.106 19.235 0.523 0.96 529.57 7854.7
974 0.131 19.232 0.559 0.96 529.95 7818.2
975 0.090 19.230 0.526 0.97 530.30 7818.2
976 0.120 19.228 0.559 0.96 530.66 7818.2
977 0.221 19.225 0.560 0.94 531.01 7818.2
978 0.064 19.223 0.503 0.98 531.41 7818.2
979 0.130 19.221 0.525 0.96 531.72 7818.2
980 0.069 19.218 0.555 0.98 532.10 7818.2
981 0.090 19.216 0.541 0.97 532.48 7818.4
982 0.076 19.213 0.532 0.98 532.84 7818.4
983 0.107 19.211 0.534 0.97 533.20 7818.4
984 0.088 19.209 0.553 0.97 533.47 7818.5
986 0.093 19.206 0.542 0.97 536.73 7892.4
987 0.166 19.204 0.554 0.95 537.14 7892.4
988 0.114 19.202 0.566 0.97 537.49 7892.4
989 0.069 19.200 0.517 0.98 537.86 7892.4
990 0.151 19.197 0.584 0.95 538.21 7892.4
991 0.055 19.195 0.515 0.98 538.53 7892.6
992 0.104 19.193 0.520 0.97 538.87 7892.6
993 0.078 19.190 0.515 0.97 539.23 7892.8
994 0.077 19.188 0.529 0.98 539.60 7892.8
995 0.180 19.186 0.510 0.96 539.97 7892.8
996 0.131 19.184 0.518 0.96 540.35 7893.0
997 0.129 19.181 0.562 0.95 540.61 7893.0
999 0.092 19.179 0.538 0.97 543.81 7980.1
1000 0.111 19.177 0.517 0.97 544.15 7980.1
1001 0.105 19.175 0.498 0.97 544.53 7980.1
1002 0.101 19.172 0.552 0.96 544.85 7980.2
1003 0.057 19.170 0.507 0.99 545.25 7980.2
1004 0.075 19.168 0.528 0.98 545.63 7980.7
1005 0.091 19.166 0.514 0.97 546.02 7980.8
1006 0.145 19.163 0.528 0.96 546.39 7980.8
1007 0.111 19.161 0.516 0.96 546.75 7932.9
1008 0.088 19.159 0.528 0.97 547.12 7932.9
1009 0.082 19.157 0.503 0.97 547.51 7932.9
1010 0.124 19.155 0.548 0.96 547.76 7932.9
1012 0.195 19.152 0.528 0.94 550.86 8015.6
1013 0.069 19.150 0.513 0.98 551.34 7970.0
1014 0.091 19.148 0.535 0.97 551.69 7970.0
1015 0.138 19.146 0.516 0.96 552.04 7970.0
1016 0.080 19.144 0.516 0.98 552.40 7948.5
1017 0.133 19.142 0.522 0.96 552.75 7898.8
1018 0.123 19.139 0.490 0.97 553.08 7898.8
1019 0.114 19.137 0.506 0.97 553.50 7898.8
1020 0.085 19.135 0.563 0.97 553.86 7898.8
1021 0.118 19.133 0.502 0.96 554.23 7899.0
1022 0.128 19.131 0.518 0.96 554.58 7899.0
1023 0.152 19.129 0.511 0.96 554.94 7899.0
1025 0.114 19.127 0.555 0.96 558.25 7913.1
1026 0.097 19.124 0.582 0.97 558.52 7913.1
1027 0.083 19.122 0.508 0.98 558.90 7913.1
1028 0.072 19.120 0.524 0.98 559.27 7913.1
1029 0.043 19.118 0.578 0.99 559.66 7885.8
1030 0.082 19.116 0.499 0.97 559.98 7885.8
1031 0.264 19.114 0.509 0.92 560.30 7885.8
1032 0.174 19.112 0.490 0.95 560.68 7885.9
1033 0.137 19.110 0.522 0.95 561.01 7885.9
1034 0.066 19.108 0.559 0.98 561.36 7839.2
1035 0.091 19.106 0.467 0.98 561.74 7839.2
1036 0.070 19.104 0.508 0.98 562.09 7839.2
1037 0.766 19.101 0.549 0.75 562.26 7839.2
1039 0.131 19.099 0.515 0.96 565.53 7943.4
1040 0.114 19.097 0.541 0.96 565.95 7930.6
1041 0.104 19.095 0.546 0.97 566.28 7931.0
1042 0.106 19.093 0.512 0.97 566.60 7931.0
1043 0.048 19.091 0.504 0.99 566.98 7901.2
1044 0.141 19.089 0.491 0.96 567.34 7901.2
1045 0.183 19.087 0.513 0.95 567.75 7901.2
1046 0.190 19.085 0.575 0.94 568.08 7901.2
1047 0.054 19.083 0.526 0.98 568.44 7901.2
1048 0.078 19.081 0.526 0.97 568.79 7901.2
1049 0.085 19.079 0.540 0.97 569.14 7901.2
1050 0.090 19.077 0.524 0.97 569.49 7901.2
1052 0.082 19.075 0.523 0.97 572.62 7942.8
1053 0.094 19.073 0.581 0.97 573.01 7943.0
1054 0.066 19.071 0.530 0.98 573.31 7943.2
1055 0.130 19.069 0.506 0.96 573.66 7943.2
1056 0.116 19.067 0.511 0.97 574.03 7943.2
1057 0.116 19.065 0.544 0.97 574.35 7943.2
1058 0.077 19.063 0.506 0.97 574.73 7943.2
1059 0.097 19.061 0.557 0.97 575.11 7943.2
1060 0.106 19.059 0.508 0.97 575.49 7943.2
1061 0.102 19.057 0.529 0.97 575.81 7909.1
1062 0.101 19.055 0.540 0.97 576.17 7909.1
1063 0.104 19.054 0.548 0.97 576.52 7909.1
1065 0.093 19.052 0.525 0.97 579.70 7966.2
1066 0.161 19.050 0.537 0.96 580.00 7932.5
1067 0.050 19.048 0.522 0.98 580.40 7932.5
1068 0.082 19.046 0.511 0.98 580.78 7932.5
1069 0.102 19.044 0.545 0.97 581.16 7932.5
1070 0.121 19.042 0.522 0.96 581.54 7932.5
1071 0.054 19.040 0.504 0.99 581.88 7932.5
1072 0.111 19.038 0.566 0.96 582.21 7932.5
1073 0.090 19.036 0.503 0.97 582.56 7932.5
1074 0.094 19.034 0.555 0.97 582.92 7932.8
1075 0.116 19.032 0.501 0.96 583.30 7932.8
1076 0.146 19.031 0.542 0.96 583.64 7932.9
1078 0.098 19.029 0.567 0.97 586.72 7970.5
1079 0.082 19.027 0.524 0.98 587.05 7946.8
1080 0.103 19.025 0.491 0.97 587.40 7946.8
1081 0.179 19.023 0.540 0.94 587.79 7946.8
1082 0.129 19.021 0.549 0.96 588.14 7946.8
1083 0.125 19.019 0.559 0.96 588.46 7946.8
1084 0.095 19.018 0.480 0.97 588.83 7946.8
1085 0.149 19.016 0.525 0.96 589.17 7946.8
1086 0.118 19.014 0.533 0.96 589.57 7946.8
1087 0.123 19.012 0.523 0.96 589.96 7946.8
1088 0.084 19.010 0.539 0.97 590.34 7946.8
1089 0.068 19.008 0.514 0.98 590.70 7946.8
1090 0.175 19.006 0.536 0.94 590.84 7946.8
1092 0.053 19.005 0.511 0.99 594.16 7978.8
1093 0.176 19.003 0.516 0.95 594.47 7922.2
1094 0.081 19.001 0.553 0.99 594.88 7887.0
1095 0.087 18.999 0.517 0.98 595.24 7887.0
1096 0.139 18.997 0.548 0.96 595.56 7887.0
1097 0.141 18.996 0.495 0.96 595.89 7887.2
1098 0.098 18.994 0.498 0.97 596.25 7887.3
1099 0.094 18.992 0.519 0.97 596.62 7887.5
1100 0.091 18.990 0.493 0.97 596.99 7887.6
1101 0.071 18.988 0.520 0.98 597.35 7887.6
1102 0.083 18.987 0.509 0.97 597.72 7887.6
1103 0.126 18.985 0.499 0.96 598.10 7887.6
1105 0.099 18.983 0.568 0.97 601.31 7914.3
1106 0.104 18.981 0.490 0.97 601.68 7914.3
1107 0.064 18.980 0.469 0.98 602.08 7914.3
1108 0.070 18.978 0.499 0.97 602.44 7914.3
1109 0.086 18.976 0.527 0.97 602.77 7914.3
1110 0.134 18.974 0.499 0.96 603.13 7914.5
1111 0.110 18.973 0.489 0.96 603.52 7914.5
1112 0.100 18.971 0.503 0.97 603.87 7914.6
